Generated Pairs (packet, event):
16 2 CSAA05 S8CST446 C
16 2 CSAA05 S8CST428 D
16 2 CSAA05 S8CST428 C
16 2 CSAA05 S8CST404 D
16 2 CSAA05 S8CST404 C
16 2 CSAA05 S8CST404 D
16 2 CSAA05 S8CST404 C
16 2 CSAA06 S8CST402 D
16 2 CSAA06 S8CST402 C
16 2 CSAA06 S8CST444 D
16 2 CSAA06 S8CST444 C
16 2 CSAA06 S8CST446 D
16 2 CSAA06 S8CST446 C
16 2 CSAA06 S8CST428 D
16 2 CSAA06 S8CST428 C
16 2 CSAA06 S8CST404 D
16 2 CSAA06 S8CST404 C
16 2 CSAA06 S8CST404 D
16 2 CSAA06 S8CST404 C
16 2 CSAA07 S8CST402 D
16 2 CSAA07 S8CST402 C
16 2 CSAA07 S8CST444 D
16 2 CSAA07 S8CST444 C
16 2 CSAA07 S8CST446 D
16 2 CSAA07 S8CST446 C
16 2 CSAA07 S8CST428 D
16 2 CSAA07 S8CST428 C
16 2 CSAA07 S8CST404 D
16 2 CSAA07 S8CST404 C
16 2 CSAA07 S8CST404 D
16 2 CSAA07 S8CST404 C
16 2 CSAA08 S8CST402 D
16 2 CSAA08 S8CST402 C
16 2 CSAA08 S8CST444 D
16 2 CSAA08 S8CST444 C
16 2 CSAA08 S8CST446 D
16 2 CSAA08 S8CST446 C
16 2 CSAA08 S8CST428 D
16 2 CSAA08 S8CST428 C
16 2 CSAA08 S8CST404 D
16 2 CSAA08 S8CST404 C
16 2 CSAA08 S8CST404 D
16 2 CSAA08 S8CST404 C
16 2 CSAA09 S8CST402 D
16 2 CSAA09 S8CST402 C
16 2 CSAA09 S8CST444 D
16 2 CSAA09 S8CST444 C
16 2 CSAA09 S8CST446 D
16 2 CSAA09 S8CST446 C
16 2 CSAA09 S8CST428 D
16 2 CSAA09 S8CST428 C
16 2 CSAA09 S8CST404 D
16 2 CSAA09 S8CST404 C
16 2 CSAA09 S8CST404 D
16 2 CSAA09 S8CST404 C
16 2 CSAA10 S8CST402 D
16 2 CSAA10 S8CST402 C
16 2 CSAA10 S8CST444 D
16 2 CSAA10 S8CST444 C
16 2 CSAA10 S8CST446 D
16 2 CSAA10 S8CST446 C
16 2 CSAA10 S8CST428 D
16 2 CSAA10 S8CST428 C
16 2 CSAA10 S8CST404 D
16 2 CSAA10 S8CST404 C
16 2 CSAA10 S8CST404 D
16 2 CSAA10 S8CST404 C
17 1 CSPP01 S8CST402 D
17 1 CSPP01 S8CST402 C
17 1 CSPP01 S8CST444 D
17 1 CSPP01 S8CST444 C
17 1 CSPP01 S8CST446 D
17 1 CSPP01 S8CST446 C
17 1 CSPP01 S8CST428 D
17 1 CSPP01 S8CST428 C
17 1 CSPP01 S8CST404 D
17 1 CSPP01 S8CST404 C
17 1 CSPP01 S8CST404 D
17 1 CSPP01 S8CST404 C
17 1 CSAP01 S8CST402 D
17 1 CSAP01 S8CST402 C
17 1 CSAP01 S8CST444 D
17 1 CSAP01 S8CST444 C
17 1 CSAP01 S8CST446 D
17 1 CSAP01 S8CST446 C
17 1 CSAP01 S8CST428 D
17 1 CSAP01 S8CST428 C
17 1 CSAP01 S8CST404 D
17 1 CSAP01 S8CST404 C
17 1 CSAP01 S8CST404 D
17 1 CSAP01 S8CST404 C
17 1 CSAA01 S8CST402 D
17 1 CSAA01 S8CST402 C
17 1 CSAA01 S8CST444 D
17 1 CSAA01 S8CST444 C
17 1 CSAA01 S8CST446 D
17 1 CSAA01 S8CST446 C
17 1 CSAA01 S8CST428 D
17 1 CSAA01 S8CST428 C
17 1 CSAA01 S8CST404 D
17 1 CSAA01 S8CST404 C
17 1 CSAA01 S8CST404 D
17 1 CSAA01 S8CST404 C
17 1 CSAA02 S8CST402 D
17 1 CSAA02 S8CST402 C
17 1 CSAA02 S8CST444 D
17 1 CSAA02 S8CST444 C
17 1 CSAA02 S8CST446 D
17 1 CSAA02 S8CST446 C
17 1 CSAA02 S8CST428 D
17 1 CSAA02 S8CST428 C
17 1 CSAA02 S8CST404 D
17 1 CSAA02 S8CST404 C
17 1 CSAA02 S8CST404 D
17 1 CSAA02 S8CST404 C
17 1 CSAA03 S8CST402 D
17 1 CSAA03 S8CST402 C
17 1 CSAA03 S8CST444 D
17 1 CSAA03 S8CST444 C
17 1 CSAA03 S8CST446 D
17 1 CSAA03 S8CST446 C
17 1 CSAA03 S8CST428 D
17 1 CSAA03 S8CST428 C
17 1 CSAA03 S8CST404 D
17 1 CSAA03 S8CST404 C
17 1 CSAA03 S8CST404 D
17 1 CSAA03 S8CST404 C
17 1 CSAA04 S8CST402 D
17 1 CSAA04 S8CST402 C
17 1 CSAA04 S8CST444 D
17 1 CSAA04 S8CST444 C
17 1 CSAA04 S8CST446 D
17 1 CSAA04 S8CST446 C
17 1 CSAA04 S8CST428 D
17 1 CSAA04 S8CST428 C
17 1 CSAA04 S8CST404 D
17 1 CSAA04 S8CST404 C
17 1 CSAA04 S8CST404 D
17 1 CSAA04 S8CST404 C
17 1 CSAA05 S8CST402 D
17 1 CSAA05 S8CST402 C
17 1 CSAA05 S8CST444 D
17 1 CSAA05 S8CST444 C
17 1 CSAA05 S8CST446 D
17 1 CSAA05 S8CST446 C
17 1 CSAA05 S8CST428 D
17 1 CSAA05 S8CST428 C
17 1 CSAA05 S8CST404 D
17 1 CSAA05 S8CST404 C
17 1 CSAA05 S8CST404 D
17 1 CSAA05 S8CST404 C
17 1 CSAA06 S8CST402 D
17 1 CSAA06 S8CST402 C
17 1 CSAA06 S8CST444 D
17 1 CSAA06 S8CST444 C
17 1 CSAA06 S8CST446 D
17 1 CSAA06 S8CST446 C
17 1 CSAA06 S8CST428 D
17 1 CSAA06 S8CST428 C
17 1 CSAA06 S8CST404 D
17 1 CSAA06 S8CST404 C
17 1 CSAA06 S8CST404 D
17 1 CSAA06 S8CST404 C
17 1 CSAA07 S8CST402 D
17 1 CSAA07 S8CST402 C
17 1 CSAA07 S8CST444 D
17 1 CSAA07 S8CST444 C
17 1 CSAA07 S8CST446 D
17 1 CSAA07 S8CST446 C
17 1 CSAA07 S8CST428 D
17 1 CSAA07 S8CST428 C
17 1 CSAA07 S8CST404 D
17 1 CSAA07 S8CST404 C
17 1 CSAA07 S8CST404 D
17 1 CSAA07 S8CST404 C
17 1 CSAA08 S8CST402 D
17 1 CSAA08 S8CST402 C
17 1 CSAA08 S8CST444 D
17 1 CSAA08 S8CST444 C
17 1 CSAA08 S8CST446 D
17 1 CSAA08 S8CST446 C
17 1 CSAA08 S8CST428 D
17 1 CSAA08 S8CST428 C
17 1 CSAA08 S8CST404 D
17 1 CSAA08 S8CST404 C
17 1 CSAA08 S8CST404 D
17 1 CSAA08 S8CST404 C
17 1 CSAA09 S8CST402 D
17 1 CSAA09 S8CST402 C
17 1 CSAA09 S8CST444 D
17 1 CSAA09 S8CST444 C
17 1 CSAA09 S8CST446 D
17 1 CSAA09 S8CST446 C
17 1 CSAA09 S8CST428 D
17 1 CSAA09 S8CST428 C
17 1 CSAA09 S8CST404 D
17 1 CSAA09 S8CST404 C
17 1 CSAA09 S8CST404 D
17 1 CSAA09 S8CST404 C
17 1 CSAA10 S8CST402 D
17 1 CSAA10 S8CST402 C
17 1 CSAA10 S8CST444 D
17 1 CSAA10 S8CST444 C
17 1 CSAA10 S8CST446 D
17 1 CSAA10 S8CST446 C
17 1 CSAA10 S8CST428 D
17 1 CSAA10 S8CST428 C
17 1 CSAA10 S8CST404 D
17 1 CSAA10 S8CST404 C
17 1 CSAA10 S8CST404 D
17 1 CSAA10 S8CST404 C
17 2 CSPP01 S8CST402 D
17 2 CSPP01 S8CST402 C
17 2 CSPP01 S8CST444 D
17 2 CSPP01 S8CST444 C
17 2 CSPP01 S8CST446 D
17 2 CSPP01 S8CST446 C
17 2 CSPP01 S8CST428 D
17 2 CSPP01 S8CST428 C
17 2 CSPP01 S8CST404 D
17 2 CSPP01 S8CST404 C
17 2 CSPP01 S8CST404 D
17 2 CSPP01 S8CST404 C
17 2 CSAP01 S8CST402 D
17 2 CSAP01 S8CST402 C
17 2 CSAP01 S8CST444 D
17 2 CSAP01 S8CST444 C
17 2 CSAP01 S8CST446 D
17 2 CSAP01 S8CST446 C
17 2 CSAP01 S8CST428 D
17 2 CSAP01 S8CST428 C
17 2 CSAP01 S8CST404 D
17 2 CSAP01 S8CST404 C
17 2 CSAP01 S8CST404 D
17 2 CSAP01 S8CST404 C
17 2 CSAA01 S8CST402 D
17 2 CSAA01 S8CST402 C
17 2 CSAA01 S8CST444 D
17 2 CSAA01 S8CST444 C
17 2 CSAA01 S8CST446 D
17 2 CSAA01 S8CST446 C
17 2 CSAA01 S8CST428 D
17 2 CSAA01 S8CST428 C
17 2 CSAA01 S8CST404 D
17 2 CSAA01 S8CST404 C
17 2 CSAA01 S8CST404 D
17 2 CSAA01 S8CST404 C
17 2 CSAA02 S8CST402 D
17 2 CSAA02 S8CST402 C
17 2 CSAA02 S8CST444 D
17 2 CSAA02 S8CST444 C
17 2 CSAA02 S8CST446 D
17 2 CSAA02 S8CST446 C
17 2 CSAA02 S8CST428 D
17 2 CSAA02 S8CST428 C
17 2 CSAA02 S8CST404 D
17 2 CSAA02 S8CST404 C
17 2 CSAA02 S8CST404 D
17 2 CSAA02 S8CST404 C
17 2 CSAA03 S8CST402 D
17 2 CSAA03 S8CST402 C
17 2 CSAA03 S8CST444 D
17 2 CSAA03 S8CST444 C
17 2 CSAA03 S8CST446 D
17 2 CSAA03 S8CST446 C
17 2 CSAA03 S8CST428 D
17 2 CSAA03 S8CST428 C
17 2 CSAA03 S8CST404 D
17 2 CSAA03 S8CST404 C
17 2 CSAA03 S8CST404 D
17 2 CSAA03 S8CST404 C
17 2 CSAA04 S8CST402 D
17 2 CSAA04 S8CST402 C
17 2 CSAA04 S8CST444 D
17 2 CSAA04 S8CST444 C
17 2 CSAA04 S8CST446 D
17 2 CSAA04 S8CST446 C
17 2 CSAA04 S8CST428 D
17 2 CSAA04 S8CST428 C
17 2 CSAA04 S8CST404 D
17 2 CSAA04 S8CST404 C
17 2 CSAA04 S8CST404 D
17 2 CSAA04 S8CST404 C
17 2 CSAA05 S8CST402 D
17 2 CSAA05 S8CST402 C
17 2 CSAA05 S8CST444 D
17 2 CSAA05 S8CST444 C
17 2 CSAA05 S8CST446 D
17 2 CSAA05 S8CST446 C
17 2 CSAA05 S8CST428 D
17 2 CSAA05 S8CST428 C
17 2 CSAA05 S8CST404 D
17 2 CSAA05 S8CST404 C
17 2 CSAA05 S8CST404 D
17 2 CSAA05 S8CST404 C
17 2 CSAA06 S8CST402 D
17 2 CSAA06 S8CST402 C
17 2 CSAA06 S8CST444 D
17 2 CSAA06 S8CST444 C
17 2 CSAA06 S8CST446 D
17 2 CSAA06 S8CST446 C
17 2 CSAA06 S8CST428 D
17 2 CSAA06 S8CST428 C
17 2 CSAA06 S8CST404 D
17 2 CSAA06 S8CST404 C
17 2 CSAA06 S8CST404 D
17 2 CSAA06 S8CST404 C
17 2 CSAA07 S8CST402 D
17 2 CSAA07 S8CST402 C
17 2 CSAA07 S8CST444 D
17 2 CSAA07 S8CST444 C
17 2 CSAA07 S8CST446 D
17 2 CSAA07 S8CST446 C
17 2 CSAA07 S8CST428 D
17 2 CSAA07 S8CST428 C
17 2 CSAA07 S8CST404 D
17 2 CSAA07 S8CST404 C
17 2 CSAA07 S8CST404 D
17 2 CSAA07 S8CST404 C
17 2 CSAA08 S8CST402 D
17 2 CSAA08 S8CST402 C
17 2 CSAA08 S8CST444 D
17 2 CSAA08 S8CST444 C
17 2 CSAA08 S8CST446 D
17 2 CSAA08 S8CST446 C
17 2 CSAA08 S8CST428 D
17 2 CSAA08 S8CST428 C
17 2 CSAA08 S8CST404 D
17 2 CSAA08 S8CST404 C
17 2 CSAA08 S8CST404 D
17 2 CSAA08 S8CST404 C
17 2 CSAA09 S8CST402 D
17 2 CSAA09 S8CST402 C
17 2 CSAA09 S8CST444 D
17 2 CSAA09 S8CST444 C
17 2 CSAA09 S8CST446 D
17 2 CSAA09 S8CST446 C
17 2 CSAA09 S8CST428 D
17 2 CSAA09 S8CST428 C
17 2 CSAA09 S8CST404 D
17 2 CSAA09 S8CST404 C
17 2 CSAA09 S8CST404 D
17 2 CSAA09 S8CST404 C
17 2 CSAA10 S8CST402 D
17 2 CSAA10 S8CST402 C
17 2 CSAA10 S8CST444 D
17 2 CSAA10 S8CST444 C
17 2 CSAA10 S8CST446 D
17 2 CSAA10 S8CST446 C
17 2 CSAA10 S8CST428 D
17 2 CSAA10 S8CST428 C
17 2 CSAA10 S8CST404 D
17 2 CSAA10 S8CST404 C
17 2 CSAA10 S8CST404 D
17 2 CSAA10 S8CST404 C
18 1 CSPP01 S8CST402 D
18 1 CSPP01 S8CST402 C
18 1 CSPP01 S8CST444 D
18 1 CSPP01 S8CST444 C
18 1 CSPP01 S8CST446 D
18 1 CSPP01 S8CST446 C
18 1 CSPP01 S8CST428 D
18 1 CSPP01 S8CST428 C
18 1 CSPP01 S8CST404 D
18 1 CSPP01 S8CST404 C
18 1 CSPP01 S8CST404 D
18 1 CSPP01 S8CST404 C
18 1 CSAP01 S8CST402 D
18 1 CSAP01 S8CST402 C
18 1 CSAP01 S8CST444 D
18 1 CSAP01 S8CST444 C
18 1 CSAP01 S8CST446 D
18 1 CSAP01 S8CST446 C
18 1 CSAP01 S8CST428 D
18 1 CSAP01 S8CST428 C
18 1 CSAP01 S8CST404 D
18 1 CSAP01 S8CST404 C
18 1 CSAP01 S8CST404 D
18 1 CSAP01 S8CST404 C
18 1 CSAA01 S8CST402 D
18 1 CSAA01 S8CST402 C
18 1 CSAA01 S8CST444 D
18 1 CSAA01 S8CST444 C
18 1 CSAA01 S8CST446 D
18 1 CSAA01 S8CST446 C
18 1 CSAA01 S8CST428 D
18 1 CSAA01 S8CST428 C
18 1 CSAA01 S8CST404 D
18 1 CSAA01 S8CST404 C
18 1 CSAA01 S8CST404 D
18 1 CSAA01 S8CST404 C
18 1 CSAA02 S8CST402 D
18 1 CSAA02 S8CST402 C
18 1 CSAA02 S8CST444 D
18 1 CSAA02 S8CST444 C
18 1 CSAA02 S8CST446 D
18 1 CSAA02 S8CST446 C
18 1 CSAA02 S8CST428 D
18 1 CSAA02 S8CST428 C
18 1 CSAA02 S8CST404 D
18 1 CSAA02 S8CST404 C
18 1 CSAA02 S8CST404 D
18 1 CSAA02 S8CST404 C
18 1 CSAA03 S8CST402 D
18 1 CSAA03 S8CST402 C
18 1 CSAA03 S8CST444 D
18 1 CSAA03 S8CST444 C
18 1 CSAA03 S8CST446 D
18 1 CSAA03 S8CST446 C
18 1 CSAA03 S8CST428 D
18 1 CSAA03 S8CST428 C
18 1 CSAA03 S8CST404 D
18 1 CSAA03 S8CST404 C
18 1 CSAA03 S8CST404 D
18 1 CSAA03 S8CST404 C
18 1 CSAA04 S8CST402 D
18 1 CSAA04 S8CST402 C
18 1 CSAA04 S8CST444 D
18 1 CSAA04 S8CST444 C
18 1 CSAA04 S8CST446 D
18 1 CSAA04 S8CST446 C
18 1 CSAA04 S8CST428 D
18 1 CSAA04 S8CST428 C
18 1 CSAA04 S8CST404 D
18 1 CSAA04 S8CST404 C
18 1 CSAA04 S8CST404 D
18 1 CSAA04 S8CST404 C
18 1 CSAA05 S8CST402 D
18 1 CSAA05 S8CST402 C
18 1 CSAA05 S8CST444 D
18 1 CSAA05 S8CST444 C
18 1 CSAA05 S8CST446 D
18 1 CSAA05 S8CST446 C
18 1 CSAA05 S8CST428 D
18 1 CSAA05 S8CST428 C
18 1 CSAA05 S8CST404 D
18 1 CSAA05 S8CST404 C
18 1 CSAA05 S8CST404 D
18 1 CSAA05 S8CST404 C
18 1 CSAA06 S8CST402 D
18 1 CSAA06 S8CST402 C
18 1 CSAA06 S8CST444 D
18 1 CSAA06 S8CST444 C
18 1 CSAA06 S8CST446 D
18 1 CSAA06 S8CST446 C
18 1 CSAA06 S8CST428 D
18 1 CSAA06 S8CST428 C
18 1 CSAA06 S8CST404 D
18 1 CSAA06 S8CST404 C
18 1 CSAA06 S8CST404 D
18 1 CSAA06 S8CST404 C
18 1 CSAA07 S8CST402 D
18 1 CSAA07 S8CST402 C
18 1 CSAA07 S8CST444 D
18 1 CSAA07 S8CST444 C
18 1 CSAA07 S8CST446 D
18 1 CSAA07 S8CST446 C
18 1 CSAA07 S8CST428 D
18 1 CSAA07 S8CST428 C
18 1 CSAA07 S8CST404 D
18 1 CSAA07 S8CST404 C
18 1 CSAA07 S8CST404 D
18 1 CSAA07 S8CST404 C
18 1 CSAA08 S8CST402 D
18 1 CSAA08 S8CST402 C
18 1 CSAA08 S8CST444 D
18 1 CSAA08 S8CST444 C
18 1 CSAA08 S8CST446 D
18 1 CSAA08 S8CST446 C
18 1 CSAA08 S8CST428 D
18 1 CSAA08 S8CST428 C
18 1 CSAA08 S8CST404 D
18 1 CSAA08 S8CST404 C
18 1 CSAA08 S8CST404 D
18 1 CSAA08 S8CST404 C
18 1 CSAA09 S8CST402 D
18 1 CSAA09 S8CST402 C
18 1 CSAA09 S8CST444 D
18 1 CSAA09 S8CST444 C
18 1 CSAA09 S8CST446 D
18 1 CSAA09 S8CST446 C
18 1 CSAA09 S8CST428 D
18 1 CSAA09 S8CST428 C
18 1 CSAA09 S8CST404 D
18 1 CSAA09 S8CST404 C
18 1 CSAA09 S8CST404 D
18 1 CSAA09 S8CST404 C
18 1 CSAA10 S8CST402 D
18 1 CSAA10 S8CST402 C
18 1 CSAA10 S8CST444 D
18 1 CSAA10 S8CST444 C
18 1 CSAA10 S8CST446 D
18 1 CSAA10 S8CST446 C
18 1 CSAA10 S8CST428 D
18 1 CSAA10 S8CST428 C
18 1 CSAA10 S8CST404 D
18 1 CSAA10 S8CST404 C
18 1 CSAA10 S8CST404 D
18 1 CSAA10 S8CST404 C
18 2 CSPP01 S8CST402 D
18 2 CSPP01 S8CST402 C
18 2 CSPP01 S8CST444 D
18 2 CSPP01 S8CST444 C
18 2 CSPP01 S8CST446 D
18 2 CSPP01 S8CST446 C
18 2 CSPP01 S8CST428 D
18 2 CSPP01 S8CST428 C
18 2 CSPP01 S8CST404 D
18 2 CSPP01 S8CST404 C
18 2 CSPP01 S8CST404 D
18 2 CSPP01 S8CST404 C
18 2 CSAP01 S8CST402 D
18 2 CSAP01 S8CST402 C
18 2 CSAP01 S8CST444 D
18 2 CSAP01 S8CST444 C
18 2 CSAP01 S8CST446 D
18 2 CSAP01 S8CST446 C
18 2 CSAP01 S8CST428 D
18 2 CSAP01 S8CST428 C
18 2 CSAP01 S8CST404 D
18 2 CSAP01 S8CST404 C
18 2 CSAP01 S8CST404 D
18 2 CSAP01 S8CST404 C
18 2 CSAA01 S8CST402 D
18 2 CSAA01 S8CST402 C
18 2 CSAA01 S8CST444 D
18 2 CSAA01 S8CST444 C
18 2 CSAA01 S8CST446 D
18 2 CSAA01 S8CST446 C
18 2 CSAA01 S8CST428 D
18 2 CSAA01 S8CST428 C
18 2 CSAA01 S8CST404 D
18 2 CSAA01 S8CST404 C
18 2 CSAA01 S8CST404 D
18 2 CSAA01 S8CST404 C
18 2 CSAA02 S8CST402 D
18 2 CSAA02 S8CST402 C
18 2 CSAA02 S8CST444 D
18 2 CSAA02 S8CST444 C
18 2 CSAA02 S8CST446 D
18 2 CSAA02 S8CST446 C
18 2 CSAA02 S8CST428 D
18 2 CSAA02 S8CST428 C
18 2 CSAA02 S8CST404 D
18 2 CSAA02 S8CST404 C
18 2 CSAA02 S8CST404 D
18 2 CSAA02 S8CST404 C
18 2 CSAA03 S8CST402 D
18 2 CSAA03 S8CST402 C
18 2 CSAA03 S8CST444 D
18 2 CSAA03 S8CST444 C
18 2 CSAA03 S8CST446 D
18 2 CSAA03 S8CST446 C
18 2 CSAA03 S8CST428 D
18 2 CSAA03 S8CST428 C
18 2 CSAA03 S8CST404 D
18 2 CSAA03 S8CST404 C
18 2 CSAA03 S8CST404 D
18 2 CSAA03 S8CST404 C
18 2 CSAA04 S8CST402 D
18 2 CSAA04 S8CST402 C
18 2 CSAA04 S8CST444 D
18 2 CSAA04 S8CST444 C
18 2 CSAA04 S8CST446 D
18 2 CSAA04 S8CST446 C
18 2 CSAA04 S8CST428 D
18 2 CSAA04 S8CST428 C
18 2 CSAA04 S8CST404 D
18 2 CSAA04 S8CST404 C
18 2 CSAA04 S8CST404 D
18 2 CSAA04 S8CST404 C
18 2 CSAA05 S8CST402 D
18 2 CSAA05 S8CST402 C
18 2 CSAA05 S8CST444 D
18 2 CSAA05 S8CST444 C
18 2 CSAA05 S8CST446 D
18 2 CSAA05 S8CST446 C
18 2 CSAA05 S8CST428 D
18 2 CSAA05 S8CST428 C
18 2 CSAA05 S8CST404 D
18 2 CSAA05 S8CST404 C
18 2 CSAA05 S8CST404 D
18 2 CSAA05 S8CST404 C
18 2 CSAA06 S8CST402 D
18 2 CSAA06 S8CST402 C
18 2 CSAA06 S8CST444 D
18 2 CSAA06 S8CST444 C
18 2 CSAA06 S8CST446 D
18 2 CSAA06 S8CST446 C
18 2 CSAA06 S8CST428 D
18 2 CSAA06 S8CST428 C
18 2 CSAA06 S8CST404 D
18 2 CSAA06 S8CST404 C
18 2 CSAA06 S8CST404 D
18 2 CSAA06 S8CST404 C
18 2 CSAA07 S8CST402 D
18 2 CSAA07 S8CST402 C
18 2 CSAA07 S8CST444 D
18 2 CSAA07 S8CST444 C
18 2 CSAA07 S8CST446 D
18 2 CSAA07 S8CST446 C
18 2 CSAA07 S8CST428 D
18 2 CSAA07 S8CST428 C
18 2 CSAA07 S8CST404 D
18 2 CSAA07 S8CST404 C
18 2 CSAA07 S8CST404 D
18 2 CSAA07 S8CST404 C
18 2 CSAA08 S8CST402 D
18 2 CSAA08 S8CST402 C
18 2 CSAA08 S8CST444 D
18 2 CSAA08 S8CST444 C
18 2 CSAA08 S8CST446 D
18 2 CSAA08 S8CST446 C
18 2 CSAA08 S8CST428 D
18 2 CSAA08 S8CST428 C
18 2 CSAA08 S8CST404 D
18 2 CSAA08 S8CST404 C
18 2 CSAA08 S8CST404 D
18 2 CSAA08 S8CST404 C
18 2 CSAA09 S8CST402 D
18 2 CSAA09 S8CST402 C
18 2 CSAA09 S8CST444 D
18 2 CSAA09 S8CST444 C
18 2 CSAA09 S8CST446 D
18 2 CSAA09 S8CST446 C
18 2 CSAA09 S8CST428 D
18 2 CSAA09 S8CST428 C
18 2 CSAA09 S8CST404 D
18 2 CSAA09 S8CST404 C
18 2 CSAA09 S8CST404 D
18 2 CSAA09 S8CST404 C
18 2 CSAA10 S8CST402 D
18 2 CSAA10 S8CST402 C
18 2 CSAA10 S8CST444 D
18 2 CSAA10 S8CST444 C
18 2 CSAA10 S8CST446 D
18 2 CSAA10 S8CST446 C
18 2 CSAA10 S8CST428 D
18 2 CSAA10 S8CST428 C
18 2 CSAA10 S8CST404 D
18 2 CSAA10 S8CST404 C
18 2 CSAA10 S8CST404 D
18 2 CSAA10 S8CST404 C
19 1 CSPP01 S8CST402 D
19 1 CSPP01 S8CST402 C
19 1 CSPP01 S8CST444 D
19 1 CSPP01 S8CST444 C
19 1 CSPP01 S8CST446 D
19 1 CSPP01 S8CST446 C
19 1 CSPP01 S8CST428 D
19 1 CSPP01 S8CST428 C
19 1 CSPP01 S8CST404 D
19 1 CSPP01 S8CST404 C
19 1 CSPP01 S8CST404 D
19 1 CSPP01 S8CST404 C
19 1 CSAP01 S8CST402 D
19 1 CSAP01 S8CST402 C
19 1 CSAP01 S8CST444 D
19 1 CSAP01 S8CST444 C
19 1 CSAP01 S8CST446 D
19 1 CSAP01 S8CST446 C
19 1 CSAP01 S8CST428 D
19 1 CSAP01 S8CST428 C
19 1 CSAP01 S8CST404 D
19 1 CSAP01 S8CST404 C
19 1 CSAP01 S8CST404 D
19 1 CSAP01 S8CST404 C
19 1 CSAA01 S8CST402 D
19 1 CSAA01 S8CST402 C
19 1 CSAA01 S8CST444 D
19 1 CSAA01 S8CST444 C
19 1 CSAA01 S8CST446 D
19 1 CSAA01 S8CST446 C
19 1 CSAA01 S8CST428 D
19 1 CSAA01 S8CST428 C
19 1 CSAA01 S8CST404 D
19 1 CSAA01 S8CST404 C
19 1 CSAA01 S8CST404 D
19 1 CSAA01 S8CST404 C
19 1 CSAA02 S8CST402 D
19 1 CSAA02 S8CST402 C
19 1 CSAA02 S8CST444 D
19 1 CSAA02 S8CST444 C
19 1 CSAA02 S8CST446 D
19 1 CSAA02 S8CST446 C
19 1 CSAA02 S8CST428 D
19 1 CSAA02 S8CST428 C
19 1 CSAA02 S8CST404 D
19 1 CSAA02 S8CST404 C
19 1 CSAA02 S8CST404 D
19 1 CSAA02 S8CST404 C
19 1 CSAA03 S8CST402 D
19 1 CSAA03 S8CST402 C
19 1 CSAA03 S8CST444 D
19 1 CSAA03 S8CST444 C
19 1 CSAA03 S8CST446 D
19 1 CSAA03 S8CST446 C
19 1 CSAA03 S8CST428 D
19 1 CSAA03 S8CST428 C
19 1 CSAA03 S8CST404 D
19 1 CSAA03 S8CST404 C
19 1 CSAA03 S8CST404 D
19 1 CSAA03 S8CST404 C
19 1 CSAA04 S8CST402 D
19 1 CSAA04 S8CST402 C
19 1 CSAA04 S8CST444 D
19 1 CSAA04 S8CST444 C
19 1 CSAA04 S8CST446 D
19 1 CSAA04 S8CST446 C
19 1 CSAA04 S8CST428 D
19 1 CSAA04 S8CST428 C
19 1 CSAA04 S8CST404 D
19 1 CSAA04 S8CST404 C
19 1 CSAA04 S8CST404 D
19 1 CSAA04 S8CST404 C
19 1 CSAA05 S8CST402 D
19 1 CSAA05 S8CST402 C
19 1 CSAA05 S8CST444 D
19 1 CSAA05 S8CST444 C
19 1 CSAA05 S8CST446 D
19 1 CSAA05 S8CST446 C
19 1 CSAA05 S8CST428 D
19 1 CSAA05 S8CST428 C
19 1 CSAA05 S8CST404 D
19 1 CSAA05 S8CST404 C
19 1 CSAA05 S8CST404 D
19 1 CSAA05 S8CST404 C
19 1 CSAA06 S8CST402 D
19 1 CSAA06 S8CST402 C
19 1 CSAA06 S8CST444 D
19 1 CSAA06 S8CST444 C
19 1 CSAA06 S8CST446 D
19 1 CSAA06 S8CST446 C
19 1 CSAA06 S8CST428 D
19 1 CSAA06 S8CST428 C
19 1 CSAA06 S8CST404 D
19 1 CSAA06 S8CST404 C
19 1 CSAA06 S8CST404 D
19 1 CSAA06 S8CST404 C
19 1 CSAA07 S8CST402 D
19 1 CSAA07 S8CST402 C
19 1 CSAA07 S8CST444 D
19 1 CSAA07 S8CST444 C
19 1 CSAA07 S8CST446 D
19 1 CSAA07 S8CST446 C
19 1 CSAA07 S8CST428 D
19 1 CSAA07 S8CST428 C
19 1 CSAA07 S8CST404 D
19 1 CSAA07 S8CST404 C
19 1 CSAA07 S8CST404 D
19 1 CSAA07 S8CST404 C
19 1 CSAA08 S8CST402 D
19 1 CSAA08 S8CST402 C
19 1 CSAA08 S8CST444 D
19 1 CSAA08 S8CST444 C
19 1 CSAA08 S8CST446 D
19 1 CSAA08 S8CST446 C
19 1 CSAA08 S8CST428 D
19 1 CSAA08 S8CST428 C
19 1 CSAA08 S8CST404 D
19 1 CSAA08 S8CST404 C
19 1 CSAA08 S8CST404 D
19 1 CSAA08 S8CST404 C
19 1 CSAA09 S8CST402 D
19 1 CSAA09 S8CST402 C
19 1 CSAA09 S8CST444 D
19 1 CSAA09 S8CST444 C
19 1 CSAA09 S8CST446 D
19 1 CSAA09 S8CST446 C
19 1 CSAA09 S8CST428 D
19 1 CSAA09 S8CST428 C
19 1 CSAA09 S8CST404 D
19 1 CSAA09 S8CST404 C
19 1 CSAA09 S8CST404 D
19 1 CSAA09 S8CST404 C
19 1 CSAA10 S8CST402 D
19 1 CSAA10 S8CST402 C
